"","X1","X","C1","C2","Ylin1","Ylin2","Ylin3","Ylin4","Ybin1","Ybin2","Ybin3","Ybin4","Ybin5"
"407",407,0,-0.45154861766516,-0.162644454713682,-0.430234410175034,-0.910173074409977,-1.13509545478751,0.208103024448342,1,1,0,1,0
"408",408,0,1.1431178931119,0.714445621651962,-0.00874693358247033,-0.360979841850765,-0.925508651941487,0.579040220190546,0,0,0,1,0
"409",409,1,1.9361598395692,0.205686369036727,0.700539015202297,1.07488664252063,1.30824833164628,0.402557373293759,0,1,0,1,0
"410",410,1,0.249256360287099,-0.30972289480652,0.448732499377751,0.998368854359867,-0.379841057280346,0.159891598262119,0,0,0,0,0
"411",411,1,-0.0250607950868768,-0.707529096296271,-0.326609893805027,0.250235431556788,-0.853166551844941,-1.35956916419034,1,0,0,0,0
"412",412,0,-0.525835484642839,-1.65738765346929,-0.576992407079678,-0.462138515916245,-1.12112599650184,0.961712504463236,0,1,0,1,0
"413",413,1,-1.20725384845168,-0.724678087449467,0.558794083645564,-0.382385940620486,1.77735642508359,0.172044034699822,1,1,1,1,0
"414",414,0,-0.836838044894795,0.0165188374742512,-0.0997663686927741,2.39245727500752,1.40295409853629,-1.03211209656809,0,1,0,0,0
"415",415,1,-0.104620880603486,-1.17812482386928,-1.38095138232031,-0.410791682200559,-0.629717772302935,-1.03839901162536,0,0,0,0,0
"416",416,0,-0.870830708384753,0.106676114522281,0.49148570399581,0.351861303244589,-0.676953716438544,-1.10286406114352,0,1,1,1,0
"417",417,1,1.14865139621039,-0.209883958447919,0.0343514762555148,1.24033149302766,0.415218685409673,-0.785903327061468,1,0,0,0,0
"418",418,1,1.91514528196345,-0.976934056493854,0.61359783221922,-0.14416355351975,-1.39861017352164,-1.49909394783253,1,1,1,0,0
"419",419,0,-0.50782638257304,1.83351141780341,-0.791584009847085,-0.680186677974705,-0.110868423408847,-1.03207528267375,1,0,0,1,0
"420",420,1,-1.14543590468126,0.236109099350283,1.24305261113903,0.354134491278449,-0.714769845684285,-0.437917767280993,1,1,1,1,0
"421",421,1,-0.86826680052115,-1.05336699851999,0.228153605943643,-0.668003553207152,-1.13680357308542,1.22697981865975,1,0,0,1,0
"422",422,0,0.521587118071594,0.279289731807705,0.245621265267645,-0.135101303615226,-1.84001332216162,-1.00682800841125,0,0,1,1,0
"423",423,1,1.12840000874732,-0.92791675767285,0.692555380675311,0.805983869056041,0.344222489641591,0.952322683398596,1,0,0,1,0
"424",424,0,1.33589689892142,-0.684053622471532,-1.77800977355182,-0.964499831553212,-0.824413222080777,-0.984355110554734,0,0,0,0,0
"425",425,0,1.00925340627053,0.861840756251382,0.825288705253698,0.261290108845354,-0.41625518152604,1.36660180555763,0,0,0,1,1
"426",426,1,-1.03598720840546,0.264910390812592,0.793476434434703,0.401014449994591,0.80551606853783,2.38730764898394,1,1,1,1,0
"427",427,1,0.133226367718095,-0.490736392568036,-0.916410068483865,-1.44869829672698,0.28249341610468,0.461575806742136,0,1,0,1,0
"428",428,0,-0.945578807021417,-0.169797703427934,-1.21099441912909,0.261651484458557,0.553384929282582,-1.23178340706035,0,1,1,1,0
"429",429,1,0.428507293286938,-0.796696558750559,0.15689342252101,-2.91204168364237,-0.304580823120843,-0.283608168073456,0,0,0,1,0
"430",430,1,0.293458315504048,0.71453960704737,-1.40471710816581,0.331928548761699,-0.787467726451022,-0.770339633446952,1,1,1,0,0
"431",431,0,-1.16740468994733,0.411277523292815,-0.856478558067011,0.0281261370746385,0.219216022195948,1.93480547365339,0,0,1,1,0
"432",432,1,-0.431776554362834,0.24558285940075,-0.466956291298475,-0.872714919025321,0.0302619328734477,-0.120948833650263,0,1,0,1,0
"433",433,1,1.51175553495125,-0.394715085933205,1.58002299861502,2.24246025318134,-0.921491127920091,-0.799507636507577,1,0,0,1,0
"434",434,0,-0.671839031410082,0.155011171468005,0.873101739330539,0.365510036576647,-1.10764427226559,-0.863253065790625,0,0,0,0,0
"435",435,1,-0.580941088821855,-0.258718553053687,-0.76765209793271,0.691763767764623,-1.34318367843996,-1.58408311763788,0,1,0,0,0
"436",436,0,-0.426719842523061,0.610333198657524,0.187032177497716,-0.328970451274974,0.735314275048214,-0.810618081715681,0,0,0,0,0
"437",437,0,-2.92441940737731,-0.0377529194367444,-0.28326842247414,-1.60907720048432,1.86360342066752,-0.71628247211758,1,1,0,1,0
"438",438,1,-0.879325775045181,-0.502895296333934,0.589320373200518,-1.7259931393229,0.866228272403133,1.10707903235179,0,0,0,1,0
"439",439,0,-0.163763946052742,-0.403215271497425,1.20929238254512,0.592942397826784,1.35229431041322,-0.895656012374501,0,0,1,0,0
"440",440,1,-0.119167382922975,-1.64271212332526,-0.251315292063715,-0.986374269839582,1.42771076602353,0.595438452051333,1,1,1,0,0
"441",441,0,-0.664299459196605,0.424528698244861,-2.50709886030314,-0.580865777391513,-0.518654068116733,-1.44675403246347,1,0,1,1,0
"442",442,0,-0.857570031350139,0.181584716991506,0.0420255710972278,-0.293200431826783,2.14374734961357,1.85621708292023,0,0,1,1,0
"443",443,1,-0.0325079245658646,-0.330294954984098,0.130910662164485,-0.681281603263375,0.121549776808604,-0.7729629855329,1,0,1,1,0
"444",444,1,-0.2599845304336,1.51512311575771,1.43473967324187,-1.6756021396375,1.25071375892117,0.17408195145899,1,1,1,0,0
"445",445,0,-1.14917476869152,0.136116871843578,0.586005241403442,-0.835785712268167,-1.29093762945278,0.571539301946988,1,0,0,1,1
"446",446,1,-0.986560576377358,-0.740723592459355,1.65683440054079,1.55264238232543,1.50438358336318,2.58192207492332,1,1,1,1,0
"447",447,1,-0.48139110934281,0.953708268226866,1.67812999060937,0.340220490268399,1.4714471637671,0.762976235305412,1,1,1,1,0
"448",448,0,-0.374645447042377,-1.46452331807528,0.683514517922216,-0.681193104539151,0.366332921599417,0.0256901652828933,1,0,1,0,0
"449",449,1,-0.0906353210761438,0.838792799726519,-0.796995168755058,1.68245544023009,-0.967664557365688,0.115420649443796,0,1,0,0,0
"450",450,1,-1.18532145559185,-0.53303394582976,-0.0710529511822212,-0.0270091660617757,-0.913426158998871,-1.32521027355372,1,1,0,0,0
"451",451,1,2.30993855341316,2.27944862625669,-0.138231899966714,0.0939869255509608,1.7725986122896,0.263143914602504,1,0,1,0,0
"452",452,0,0.411656101803974,0.890615448375259,-1.9109839611278,-0.308451640260631,-0.990765385028675,-0.259707866191169,1,0,0,0,0
"453",453,1,0.835863484758187,-1.25877794712529,0.818937773972229,-0.536584229236415,-0.460873423848483,0.932037490247999,0,0,1,0,0
"454",454,0,1.26490578432743,-2.23991842735356,-0.692957776777284,-0.547688710049765,-0.523300177874275,0.843117648861098,0,0,1,0,0
"455",455,0,-1.17144836467127,-0.46888605619519,-0.283987486912293,0.747098573760347,1.04543662816747,-0.601315907308994,0,0,0,0,0
"456",456,1,0.823111492811752,-0.441251089211585,-0.686156417111325,-0.399561656526894,0.672311492145183,-1.02884495956357,1,0,0,1,0
"457",457,1,-0.782228411934377,0.0267156823979837,-1.04956721357965,-1.46361843111851,0.746661439549666,0.78774139202485,1,0,0,0,0
"458",458,1,0.457881555910142,0.45249559921436,-0.513346379890475,-1.81585523539418,-1.43963095826881,0.713196554850791,1,1,0,0,0
"459",459,1,-1.03734705330326,-0.00833652139283661,1.29917380086475,-1.04270690953937,0.0181283669807675,1.2822474524074,1,1,1,1,0
"460",460,1,0.0846287638136806,0.0692047523271995,0.824219584288153,0.462386748143743,0.49914145877788,-1.235729711451,0,1,0,0,0
"461",461,0,-0.709334089897304,-0.304877773088117,1.32702732239551,-0.0815519944868432,-0.45596819477075,0.301831407867388,1,0,1,1,0
"462",462,0,-1.46517773929385,-0.404172540550009,0.356357070398749,0.192634784271896,-1.01208553537977,1.62577147730251,1,0,0,1,0
"463",463,1,-0.194973703244325,0.742290607813914,0.775216614751102,0.837222595770605,-0.669168151244778,-1.78482104157674,0,0,1,1,0
"464",464,1,-0.578382370993273,0.699205939606374,1.03555897249201,-1.59975601944988,0.686497769650517,1.20815175476885,1,0,0,0,0
"465",465,0,-0.979387589058846,0.269005565052221,-1.70455607752018,-0.843047521934947,-0.102305186530559,-1.46996319500974,0,1,0,0,0
"466",466,1,-2.00486460030625,-1.38078518446698,-0.360710532220553,1.49963402745105,0.130410000948043,0.887227098361853,1,1,0,0,0
"467",467,1,0.247434138681996,-0.730047046510533,-0.359086669247972,1.12883011209063,0.207467100726266,-0.178187850638055,0,0,0,1,0
"468",468,1,1.66601265558069,1.7494807632607,1.86164812305058,0.646928909677028,-2.38779322539249,-0.737714735337345,1,1,1,0,0
"469",469,0,0.153437885602888,-0.188537947804675,0.589795417634403,-0.54173559571117,1.24422907546362,-0.911545652340604,1,0,1,1,0
"470",470,1,-0.041583839290638,-0.116363953561952,0.885620849029181,2.57813007887172,0.563999506384824,1.31695553242578,1,0,1,0,0
"471",471,1,0.382159983146532,-0.0334394759655722,-0.47733567671408,0.0825105069754019,-1.32492438133555,-0.132030399094472,1,0,1,0,0
"472",472,0,-0.364238348195662,-0.0902098440800361,-0.571945767145257,1.09778714571202,-0.327313184897526,1.10520493370327,0,0,0,1,0
"473",473,1,-0.90672274855892,-0.644532727437186,0.862918918754462,-0.0761140234124658,-0.342689964190063,-0.571299329103767,0,1,1,0,0
"474",474,0,-0.170542377688753,-1.15533894387329,-0.488348747399656,-0.997275217157079,0.193978775835877,-0.57538266827951,0,0,0,0,0
"475",475,1,-0.517665707845601,-0.572226495943089,1.77727863543304,1.48288760092329,-1.17083019412853,-0.229564765571091,1,0,0,1,1
"476",476,0,-0.276923497606348,0.501317062289203,0.53102322776569,0.121949181695998,0.587079590165925,0.127594567069702,1,1,1,0,0
"477",477,0,0.979028728037764,1.51161224078242,-2.24499579654715,-0.612017879855318,0.0373826264889288,-0.199691022059761,0,1,1,1,0
"478",478,1,-2.10859203986378,-1.63841805016198,-0.122645770896568,-0.666059291700971,0.914477511581741,2.07948575842606,1,1,1,1,0
"479",479,0,-0.520542097965392,0.176987320309659,-0.0542683375572959,-0.0329080818079653,-0.915376748281853,0.295393558580858,1,0,0,0,0
"480",480,0,-0.571403142623756,-1.49841327462561,-0.495167795754183,0.486328679611933,-0.355362749455763,0.760619979739189,0,0,0,1,0
"481",481,1,-0.512793036726857,-0.486294646842259,0.488683351687795,-0.185485264948512,-0.269306847861568,-0.959218166397074,1,0,0,1,0
"482",482,0,0.0121258322874681,-0.852828656310726,1.40962137747227,1.49456671506094,-0.313436201031857,-0.33402980007167,1,1,1,1,0
"483",483,0,-0.741491160671867,-0.395370880032056,-0.517392635457153,0.917201556116536,-0.500477618904059,0.247804891789919,0,1,0,0,0
"484",484,1,-0.0263074898870062,-0.445058176912034,0.371352128213279,-1.76829616400604,1.2041945942393,0.808357239243984,1,0,1,0,0
"485",485,0,-0.236864245855164,0.78582836773262,0.268698080563444,-0.836464158524083,0.574687932863326,0.506843877404029,0,0,0,1,0
"486",486,0,1.1850245658859,-0.543842254178132,-1.69808455854512,-1.90478071635338,2.59135189459441,-0.305389789980502,0,0,1,1,0
"487",487,1,-0.433636425147669,-1.21508398917781,1.23168371679273,1.23780962068089,0.0937764184561997,0.16699061521462,0,0,0,1,0
"488",488,0,-1.25458230356133,1.17814489257564,0.154395910145835,0.180034764177271,0.330152578943207,-2.08917413470519,0,1,1,1,0
"489",489,1,-1.97532743984676,-0.504388891851136,1.72789478327346,0.21826528062031,0.802868342924253,-0.417206192211275,1,0,0,1,0
"490",490,0,0.0111114486282873,-0.156470232930044,-1.82280025395909,-0.538054763528743,-0.292278075894035,-0.963846157140178,1,0,1,0,0
"491",491,1,-0.15429751394379,0.230855715491738,-1.33855157081162,2.2472752203828,0.450299117735324,0.119108226365221,0,1,0,1,0
"492",492,0,1.59599790850277,-0.0197962444140507,-0.571601123093448,-0.525245796834677,0.793840500911962,1.25487275500888,1,0,1,1,0
"493",493,1,-0.874021823535236,-0.767361809613207,0.974083522190627,0.911335131445877,-0.520627632707297,0.477842427292836,1,0,1,0,0
"494",494,1,-0.118540265002835,-0.946427047907112,0.530911940294818,2.29241255527421,0.138357725286248,-0.760850772412689,0,1,1,1,0
"495",495,1,-0.104756454705058,0.055963987573712,-0.426134951105306,1.01847017876731,2.62087522686113,-0.589691268950396,0,1,1,0,0
"496",496,0,0.65051032062951,0.00920473929118802,0.629305163118307,0.0637493929634087,-0.878232951135882,0.794807779454484,0,0,0,0,0
"497",497,0,0.999622393034831,0.729968400726884,-0.56154141600575,0.256501633432282,-1.55339641990941,0.346333073160725,0,1,0,1,0
"498",498,1,-1.41848625721355,0.00285940936131423,1.16062868340669,3.5113517946662,0.596709851841569,2.12328792713663,1,1,0,1,0
"499",499,0,0.1325806641962,-1.09544606095139,-1.12054098068142,-1.91871886246163,-0.730415190059315,-0.350637124455177,1,0,0,1,0
"500",500,1,-0.878444778577359,0.050857973644907,0.576388637761125,-1.16895279480209,0.42141645391855,0.870605179354741,0,0,0,1,0
"501",501,1,0.642957448193954,0.517978379370899,-1.12760055072333,0.375584616743976,0.30990897207718,1.22478898496193,0,1,1,1,0
"502",502,0,-0.305868030063928,-0.307872469027431,0.960856190264061,0.0107236970375575,-1.37087904598805,-1.12069616699676,1,1,0,0,0
"503",503,0,0.12640270005503,0.904394797325507,-0.0485772545314881,0.36982162671604,-0.3211429469887,1.0003440201685,1,1,1,0,0
"504",504,0,0.0446703510793822,-0.33875064040409,0.271112320361258,1.40938183984882,0.33052946697425,-1.13987135525895,0,1,0,1,0
"505",505,0,-0.315762601675807,-1.72696642270018,-1.17893591307309,-0.630013199696485,0.132383798656911,-0.937383401442608,1,1,0,1,0
"506",506,1,0.219490964847825,0.168276101852873,-0.215282498103402,1.22831704248464,0.596787471908301,-0.972355827755627,0,1,1,1,0
"507",507,0,0.333302421123356,-1.03536604320802,1.7984985349061,0.283914545432609,-1.69777010991077,-2.19225125758502,0,0,1,1,0
"508",508,1,1.29844340971369,0.257978883546488,0.744431034767426,1.86011000467365,-0.333996204503692,-0.503502036802793,0,1,0,0,0
"509",509,0,-1.00479003856374,2.36007052441274,-0.706934374660978,-0.652183714035119,-1.243487475368,0.168848320408351,1,1,0,0,0
"510",510,0,1.22228743577852,0.30219193402668,0.925475364899429,-5.55016729425276e-05,-0.478468530166439,-0.993672570611161,1,1,0,1,0
"511",511,0,1.60621493617512,-1.28251399721083,-0.795195596585443,-0.174650424290677,1.42763391857007,-0.00487053630732313,1,1,1,0,0
"512",512,0,-0.640143084821677,-1.75302480527897,0.956713945778734,1.08784260835944,0.773331377617342,-0.578321185511428,0,0,0,1,0
"513",513,0,1.00807321860112,-0.353196326438512,-0.0536857870498145,0.317762570211687,-0.102339990353878,0.223386013929175,1,1,0,0,0
"514",514,0,-0.432566518632991,0.411374649000812,0.459398013774708,-0.290183723815116,-0.769505173030068,-1.25017512148192,0,0,0,0,0
"515",515,1,-1.67740568403179,-0.0281996897480998,0.181351725200846,0.467332445732878,1.1456950200383,-0.0574236286920013,0,0,1,1,0
"516",516,1,-1.0866550226767,1.65335725674674,-1.19124263274187,1.09371809436122,0.25469539627934,-0.689961589645566,0,0,1,0,0
"517",517,1,0.426910278271345,-1.45856621029425,-0.972283668410243,-0.992419129513732,0.316009030675482,-0.895394220447537,1,0,0,0,0
"518",518,0,-0.550281226986244,0.813309956892406,-0.17999813745743,-0.507393377108268,-0.649707261603663,1.28722745501874,0,0,0,0,0
"519",519,0,-0.158419195093259,1.18375144579639,0.442934020308205,0.105454295149714,-1.32958116532118,1.47967335730939,0,0,1,1,0
"520",520,0,-0.622190938310738,-0.416076336965194,-0.277239982660672,1.08828183071334,-0.698467997164966,-1.26293440375508,0,1,1,0,0
"521",521,0,0.729181474988494,-1.14701477058392,-0.831396846497249,-1.37163909928991,-1.59143000915052,-0.331162427128079,0,0,0,0,0
"522",522,0,-2.50680274567942,-1.44524442970144,-0.276374128389164,0.178148338587769,-0.0878959444665208,0.399785831197469,1,0,0,1,0
"523",523,1,0.230263677786465,0.338405000025847,1.33362842314185,0.480095550879254,-0.80436392594996,0.918987536896448,0,1,0,1,1
"524",524,0,-0.363315109532809,-0.0535527252173557,-0.998926343472475,0.109199608432572,-1.87537470393248,0.241795532486525,0,1,0,0,0
"525",525,0,0.411543593171655,1.47483947675431,-1.2689000804682,0.715766961373353,-1.53468063539581,-1.42972085756758,1,1,1,1,0
"526",526,1,0.0940755263497487,0.163442170211434,0.193568880539603,1.06664911686427,-1.25097817508469,1.1917221421502,0,1,0,0,0
"527",527,0,0.412801094851985,2.47390478574815,-1.87823751302981,0.51770438027826,0.82775897661762,0.868003155782413,0,0,0,1,0
"528",528,0,0.300636347341591,-1.26795239536419,-0.879307160375811,-0.341672259232561,0.801523231571973,2.07637591284631,1,1,0,0,0
"529",529,0,-0.343113619887449,-0.932677772155999,-1.26359652383314,0.153149604198468,-0.491581833054173,-0.925788926965633,0,1,0,0,0
"530",530,0,0.125980013492679,0.740986281182019,-0.440210594621406,-0.901608579919472,-0.0949852219866353,-1.28655673613589,1,0,0,0,0
"531",531,1,-1.31514845936874,0.620980377941268,-0.121717184515088,-0.342415170421732,0.147442835626951,1.70573644418072,1,1,0,1,0
"532",532,1,-0.711712769560653,1.59388113842235,-0.520030768618326,-1.08839956343361,0.208368948348728,0.208120225378534,0,1,1,0,0
"533",533,1,1.63598111304422,1.85899733849266,-0.25533630914544,-1.17410867726989,0.269997493248158,-0.325409541369142,1,1,1,1,0
"534",534,0,0.33281749593669,-0.999187248538132,-0.868419864899079,0.404717293375821,-0.840882848328838,-0.514688062932113,0,1,0,0,0
"535",535,0,-0.849165996674748,-0.291364536596314,1.43135872555644,0.035704817745348,0.57654179666231,0.493782371353693,0,0,0,1,0
"536",536,1,1.09846470568856,0.388916635160507,0.466755266613078,0.31962451306228,0.809611172644361,0.760862514085251,1,0,1,1,1
"537",537,1,-1.3564020202503,-1.42793996058862,0.845775490352057,1.44848495017456,0.820524359714903,-0.321966638824868,1,1,0,0,0
"538",538,1,0.776623762250397,0.0751818496125901,2.7479614025017,0.583332208766149,-0.294803279784096,-0.847420602639478,1,1,0,1,0
"539",539,0,-1.10885859776958,-1.58714241806731,1.07587413230873,0.00275963793398493,-1.05733305385509,-0.399119543623887,0,0,0,0,0
"540",540,1,0.690925034070976,0.208852079467441,-1.06794843872838,0.0363071531587821,0.909493817273715,1.17295660572389,1,1,1,0,0
"541",541,0,1.43834743042485,1.70819634643766,-0.607696961387628,0.948882416223753,-0.803656254252421,0.0990343307010281,1,0,0,1,0
"542",542,1,-0.899105021109844,1.20256843989181,-0.0282185504478405,-0.342341723147441,-1.34820250492635,1.52699784125151,0,0,0,1,0
"543",543,0,-0.481359723525521,0.00578197454644411,1.50226711738699,1.01492709219672,-0.0442011123001936,-0.898957236931566,1,0,1,1,0
"544",544,0,-0.168218362878677,-1.23290799101115,0.0383584961755546,0.409458138956849,-2.3040181828693,-0.364983519743396,1,0,1,1,0
"545",545,0,0.185045831529771,-0.423714027968985,1.03987404114399,1.65009133420777,0.19553436896087,0.513621488727264,0,0,0,1,0
"546",546,1,0.269883064190908,0.631009468030276,0.902580684734265,-0.920573510589436,-0.893361102841755,0.160783002805405,1,0,1,1,0
"547",547,1,0.107993044101461,0.0768872647839285,0.766940522257839,-0.848245872314038,0.759518218943881,-0.213104383112549,0,1,0,0,0
"548",548,1,-0.537699193622344,0.627072202049359,-2.04502639884809,-1.27401265489416,0.140676358743256,-0.203847738355862,1,1,1,0,0
"549",549,1,-0.634265237955179,-0.956981762012072,-0.924356061783502,0.396118642534135,-1.7576042992555,0.611354815079119,1,1,0,0,0
"550",550,1,-1.26168335774494,-0.519047091731779,0.370600201670834,0.292113650149269,1.08887359963913,-0.319012719548671,0,1,1,0,0
"551",551,1,0.976521226353086,-0.205475993322287,-0.23122380231905,2.3037243263078,0.507463975993043,0.149225545050622,0,0,0,0,0
"552",552,0,-1.73824513165151,-1.2266593029768,-1.59751013864468,-0.0675413451781462,-0.243726013450547,-0.0597838132957026,0,0,0,0,0
"553",553,1,-1.42160708705716,0.109193828846715,-0.11158497238305,0.969845188697114,-0.146726728185767,-1.6077264109353,1,1,1,0,0
"554",554,0,-0.494643383932003,0.453527562377618,0.610477584045416,-0.644930996424662,0.0273664044999121,0.533443747989117,0,1,0,0,0
"555",555,1,0.126738315326152,-0.698892992926918,0.416691926774168,0.107028593596929,-0.804823238256352,1.26661595200765,1,1,0,1,0
"556",556,0,1.34784483265658,-0.326948191381623,0.401870161608037,0.839997602794619,-1.46315318827146,0.085243635619643,1,1,0,1,0
"557",557,0,-0.469076188981437,-0.398695185492144,-2.51540155547069,0.258000548874455,0.167047434466564,0.33327262838279,0,1,0,1,0
"558",558,0,1.458047793268,-0.32642095680695,1.42259249014805,-0.198165677520956,-1.11422163068611,0.160515972811272,1,0,1,0,0
"559",559,0,-1.31095116339623,0.864364717030871,0.991758896337596,-0.166844489814117,-0.568181541408198,-0.481755510904736,0,1,0,0,0
"560",560,1,-1.16864390596311,0.249399522521588,-0.00913931841658502,-1.20592687960454,-1.53896396300099,1.05676886283097,0,1,1,0,0
"561",561,0,0.346389103053424,-0.741741293787086,-1.74136230570814,-1.86088390754899,0.354945016418441,-0.349865643154595,0,0,0,0,0
"562",562,1,1.09277514010744,1.1436024628142,0.835451559643036,-0.172741381366651,1.05028747023663,0.109690651216713,1,0,1,1,0
"563",563,1,1.14195019519618,-0.173840546140528,0.269531938143616,0.952825178230684,0.0890069769144507,0.239612535770659,1,0,1,1,0
"564",564,1,0.30849201505014,1.36207142983864,0.0849407071490676,0.928394281551247,0.116560676379092,0.131165273845206,0,1,0,1,0
"565",565,0,-0.436079030349133,0.543689025808068,2.07346734576564,0.823394134812966,-2.96286238350674,0.342155972384591,0,0,0,1,0
"566",566,0,0.197259707878149,0.440319232677386,-1.23359296031534,-0.0988628256020027,0.481139749026537,0.292169137913233,0,0,0,1,0
"567",567,1,0.997697377097519,0.0409290426499521,0.26006824036095,0.982441564753738,-0.0444509797728222,-2.24663434356644,0,1,0,0,0
"568",568,0,0.15635685936926,1.95707643705709,-0.252274024016306,1.13420266492065,1.04838540801041,-1.26688387852948,1,1,1,1,0
"569",569,1,-0.0136266808611878,0.123809092442056,1.34254258224002,2.31290311885474,1.79009605818283,0.662452797279115,0,1,1,0,0
"570",570,1,1.43711213404307,-0.176129098357867,0.310104451828333,2.77240607155077,0.153283526583801,0.832767375292351,1,0,0,1,0
"571",571,0,1.51844038813163,0.869553381010464,1.16184603828097,1.61353737809554,0.464562228118238,2.12068794710216,0,1,0,1,0
"572",572,0,-0.97303407925172,-1.7064776219963,2.11327422219175,-0.0784863199709711,0.62914364225268,-0.33767271041139,1,0,0,1,0
"573",573,1,-1.02215338576912,-0.967374534551529,0.854750470170147,0.0417525819216859,-0.879288586310334,-0.366207977392584,0,1,0,0,0
"574",574,1,-0.764783906426658,-0.212143989858662,1.42953403413658,-0.906830930434991,-0.798621684153252,-0.55947544376659,0,0,0,1,0
"575",575,0,-0.355730110386664,1.77468041156683,-0.153634658802514,0.583231831128085,-0.557743410667867,-0.424385497673907,0,0,0,1,0
"576",576,0,1.08764627988854,-0.0413095678819315,1.04090387012922,-0.123994596937898,-1.45410968201281,-0.291172338671844,0,1,1,0,0
"577",577,0,0.134198583904514,0.220735316411724,-0.799716988919046,1.73071842353516,-2.10884592079619,-0.416475871783526,1,0,0,1,0
"578",578,1,-0.28701239369497,-0.431964037447844,0.663317992931258,1.46306494301669,-1.18818716280728,0.477919214048355,0,1,0,0,0
"579",579,1,0.470553941284424,-2.98811170446835,-0.783536934741309,0.479576892943934,0.143375526166561,1.46591575229091,0,1,1,0,1
"580",580,0,1.0737262451755,0.386458841942872,-0.00293170767383728,-0.625341472884739,-0.279030507231863,-3.26876634797524,0,0,0,1,0
"581",581,1,1.90285126931188,0.6456143950237,0.531838350257575,0.868973935769754,1.26558279024392,-0.488130572068617,0,0,0,0,0
"582",582,1,-0.324464242157493,0.786091352832017,-0.277337458743724,0.5298637513672,0.92698044303468,0.486891214387561,1,1,0,1,0
"583",583,0,1.46419570171273,0.839730509836923,-0.261640679635439,-0.0330132465931109,0.636112000494123,-1.61476371312903,1,0,0,0,0
"584",584,1,-0.609179965481809,-0.313812901125165,-0.186725685619222,-0.663882641157407,1.08338591836883,-0.182922380445314,1,0,0,1,0
"585",585,1,0.975699615980996,-1.42347303341072,0.834302253453704,4.20978188175449,-0.28826657141716,2.21230459147965,1,1,1,1,0
"586",586,0,0.415666059473842,1.10663918908658,0.504519052124514,1.40745909431499,0.778444939411154,-0.0894310225037398,1,0,0,0,0
"587",587,1,0.695074703379708,0.455147098883187,-0.528154272796302,0.940325482132851,-0.718292304729993,-0.751540876277855,1,0,0,1,0
"588",588,0,-1.7325450739776,1.43252150451302,0.685855002158673,-0.0376092011334478,0.560193564814564,-1.58535703620457,0,1,1,0,0
"589",589,1,-1.1868680236217,-1.84162421821113,-0.0791304903305062,-0.21253865761934,1.01526022151673,-0.977888116603347,1,0,1,1,0
"590",590,1,0.499032672752421,-1.07039539769512,-0.0257260214916782,-0.0440358992967739,1.00011952483228,-0.997870867077667,0,1,0,0,1
"591",591,1,0.532537629966258,-1.41409706330531,-0.285475583685272,-0.00782292653235158,-0.141503945625619,-0.258759009858309,1,0,0,0,0
"592",592,1,1.19331000454195,0.272742858357571,1.0320475798127,0.881185867278924,-2.17971527733487,1.41554024846863,1,1,0,1,1
"593",593,0,0.00822214361336637,-1.25110387429048,0.575691710028392,-0.477787682370663,-2.09279564276804,0.383509378352482,1,0,0,0,0
"594",594,0,-0.806839227783903,0.780784321703373,-0.689394064916206,0.865606465129133,0.251252751290549,1.73307490381265,0,0,1,1,0
"595",595,1,1.69659389843451,-0.974400467475006,-0.749502038596767,-0.916842377973923,1.81377389405802,0.22887572501448,1,0,1,1,1
"596",596,0,-2.30163883547015,0.247674771265828,0.881444349879028,-0.0269943501905295,2.02089868806482,0.52440915521896,1,0,1,1,0
"597",597,1,-0.195432965962446,0.775592410966381,-0.307672185765894,0.718520519624721,-1.29027391947954,-0.998778518603971,0,0,1,1,0
"598",598,0,0.042288947650695,-1.55186699669861,0.462207845412362,0.393645614862172,-0.105245532030406,1.83576328299401,1,1,0,0,0
"599",599,0,-1.37917457714214,-0.548104550932877,-1.11222478769208,-0.435144665278477,-0.178355001468281,-1.71230538171826,0,0,0,0,0
"600",600,1,0.133897039355356,-0.0113322466183409,-0.0444524618923946,0.752230495056652,-0.112972274373834,-0.700041151744601,0,1,0,0,0
"601",601,1,1.64447972595601,0.900747004397546,-0.174185478200772,1.10035078518472,-0.64310595459529,1.65746335593059,1,1,0,0,0
"602",602,0,-1.61731321441186,-0.0645382079520834,1.01006597179858,1.06235983900866,-1.48649854620517,-1.0651540461821,0,0,1,1,0
"603",603,1,-3.18153079048307,1.27894511703595,1.06270726360806,0.738166617985588,0.65380788854288,0.00893396490493511,1,1,1,0,0
"604",604,1,-0.68019709588879,0.592004282115593,-0.819853416211816,0.324983659891285,1.36920181300014,-1.124582486622,0,0,1,1,0
"605",605,1,1.41437558348223,2.23280795552951,0.864003249717173,0.147308801509205,2.32304485410054,-0.212304372281137,1,0,0,1,0
"606",606,0,0.723762149203544,-0.181214448943971,-1.05465536224062,-1.2257968183583,-1.12416186054933,-1.19638699954936,0,1,0,0,0
"607",607,1,1.35887722303955,-0.524290328532188,0.121076766929287,-0.0799748035678659,-0.862889345986007,-0.402215900621139,0,0,1,1,0
"608",608,1,-0.514174709602152,-0.40226422976185,1.53901739799377,1.67110514793896,-0.430226916627908,1.67644090494009,1,1,1,1,0
"609",609,1,-0.326396733915568,0.912026251478459,1.86046854713349,-1.56834741425565,1.6557185586257,0.884763699912922,1,1,1,1,0
